"보고 시작","보고 종료","광고 이름","광고 ID","광고 세트 이름","광고 세트 ID","캠페인 이름","캠페인 ID","계정 ID","계정 이름","Instagram 프로필 방문","Instagram 팔로우",클릭(전체),CTR(전체),노출,시작,종료
2025-12-29,2026-06-29,"S20-3 여행 전 꼭 확인해야 할 체크리스트 5",120254804494370370,"S20-3 여행 전 꼭 확인해야 할 체크리스트 5",120254804494360370,"[디파트] 260526 - S20",120254804440660370,1622583648427159,캐치프로그,79,9,135,4.25599,3172,2026-05-26,2026-06-02
2025-12-29,2026-06-29,"S20-4 파리 간다고? 이건 꼭 하고오자",120254804501870370,"S20-4 파리 간다고? 이건 꼭 하고오자",120254804501860370,"[디파트] 260526 - S20",120254804440660370,1622583648427159,캐치프로그,250,4,274,4.506579,6080,2026-05-26,2026-06-02
2025-12-29,2026-06-29,"S20-6 해외여행 데이터, 이제 이렇게 쓰세요",120254804502790370,"S20-6 해외여행 데이터, 이제 이렇게 쓰세요",120254804502780370,"[디파트] 260526 - S20",120254804440660370,1622583648427159,캐치프로그,79,5,76,3.71275,2047,2026-05-26,2026-06-02
2025-12-29,2026-06-29,"S20-5 20대라면 꼭 가봐야 할 버킷리스트 여행지 5",120254804532930370,"S20-5 20대라면 꼭 가봐야 할 버킷리스트 여행지 5",120254804532940370,"[디파트] 260526 - S20",120254804440660370,1622583648427159,캐치프로그,160,8,164,3.636364,4510,2026-05-26,2026-06-02
2025-12-29,2026-06-29,"S21-2 상하이 도착 5분만에 카톡 되는 법",120255352512210370,"S21-2 상하이 도착 5분만에 카톡 되는 법",120255352512240370,"[디파트] 260601 - S21",120255352512180370,1622583648427159,캐치프로그,93,2,203,4.128534,4917,2026-06-01,2026-06-08
2025-12-29,2026-06-29,"S21-1 도쿄가는데 숙소 아직도 못 정했다면?",120255352804960370,"S21-1 도쿄가는데 숙소 아직도 못 정했다면?",120255352804950370,"[디파트] 260601 - S21",120255352512180370,1622583648427159,캐치프로그,133,4,144,2.895636,4973,2026-06-01,2026-06-08
2025-12-29,2026-06-29,"S21-4 요즘 여행 고수들은 홈화면만 봅니다",120255352815110370,"S21-4 요즘 여행 고수들은 홈화면만 봅니다",120255352815120370,"[디파트] 260601 - S21",120255352512180370,1622583648427159,캐치프로그,107,8,131,3.223425,4064,2026-06-01,2026-06-08
2025-12-29,2026-06-29,"S21-5 폼 미쳤다는 여행 어플 신기능;;",120255352826270370,"S21-5 폼 미쳤다는 여행 어플 신기능;;",120255352826260370,"[디파트] 260601 - S21",120255352512180370,1622583648427159,캐치프로그,85,24,88,4.07785,2158,2026-06-01,2026-06-08
2025-12-29,2026-06-29,"S21-3 같은 항공권, 언제 사냐에 따라 가격이 달라집니다",120255352836780370,"S21-3 같은 항공권, 언제 사냐에 따라 가격이 달라집니다",120255352836770370,"[디파트] 260601 - S21",120255352512180370,1622583648427159,캐치프로그,605,5,703,7.421092,9473,2026-06-01,2026-06-08
2025-12-29,2026-06-29,"S22-1 오사카 잼컨? 이건 꼭 하고오자!",120256047875100370,"S22-1 오사카 잼컨? 이건 꼭 하고오자!",120256047875150370,"[디파트] 260608 - S22",120256047875090370,1622583648427159,캐치프로그,265,6,320,5.117544,6253,2026-06-08,2026-06-15
2025-12-29,2026-06-29,"S22-4 직장인 패치 제대로 됐다는 여행앱",120256058261900370,"S22-4 직장인 패치 제대로 됐다는 여행앱",120256058261890370,"[디파트] 260608 - S22",120256047875090370,1622583648427159,캐치프로그,105,10,137,3.318798,4128,2026-06-08,2026-06-15
2025-12-29,2026-06-29,"S22-5 우정여행으로 딱인 해외여행지 5",120256058266390370,"S22-5 우정여행으로 딱인 해외여행지 5",120256058266400370,"[디파트] 260608 - S22",120256047875090370,1622583648427159,캐치프로그,250,9,300,4.823151,6220,2026-06-08,2026-06-15
2025-12-29,2026-06-29,"S22-2 혼자 가도 안전한 여행지 BEST 5",120256058286020370,"S22-2 혼자 가도 안전한 여행지 BEST 5",120256058285940370,"[디파트] 260608 - S22",120256047875090370,1622583648427159,캐치프로그,264,8,480,8.041548,5969,2026-06-08,2026-06-15
2025-12-29,2026-06-29,"S22-6 여행에 미친 사람이 정착한 단 하나의 여행앱",120256058289500370,"S22-6 여행에 미친 사람이 정착한 단 하나의 여행앱",120256058289510370,"[디파트] 260608 - S22",120256047875090370,1622583648427159,캐치프로그,200,48,216,7.280081,2967,2026-06-08,2026-06-15
2025-12-29,2026-06-29,"S22-3 2026 황금연휴 일정, 이렇게 써봐!",120256058292120370,"S22-3 2026 황금연휴 일정, 이렇게 써봐!",120256058292100370,"[디파트] 260608 - S22",120256047875090370,1622583648427159,캐치프로그,80,2,92,1.891059,4865,2026-06-08,2026-06-15
2025-12-29,2026-06-29,"S23-3 여름을 담은 일본 소도시 6",120256709234530370,"S23-3 여름을 담은 일본 소도시 6",120256709234600370,"[디파트] 260615 - S23",120256709234490370,1622583648427159,캐치프로그,196,21,366,8.361892,4377,2026-06-15,2026-06-22
2025-12-29,2026-06-29,"S23-1 유류할증료 내려갔다! 지금 봐야 할 여행지 6",120256709270740370,"S23-1 유류할증료 내려갔다! 지금 봐야 할 여행지 6",120256709270750370,"[디파트] 260615 - S23",120256709234490370,1622583648427159,캐치프로그,367,18,384,7.414559,5179,2026-06-15,2026-06-22
2025-12-29,2026-06-29,"S23-5 휴가철 항공권, 언제 떠나야 제일 쌀까?",120256709272160370,"S23-5 휴가철 항공권, 언제 떠나야 제일 쌀까?",120256709272150370,"[디파트] 260615 - S23",120256709234490370,1622583648427159,캐치프로그,214,4,250,4.366812,5725,2026-06-15,2026-06-22
2025-12-29,2026-06-29,"S23-2 해외여행 가기 전 꼭 필요한 어플 5",120256709272510370,"S23-2 해외여행 가기 전 꼭 필요한 어플 5",120256709272520370,"[디파트] 260615 - S23",120256709234490370,1622583648427159,캐치프로그,72,14,100,3.185728,3139,2026-06-15,2026-06-22
2025-12-29,2026-06-29,"S23-4 두바이 잼컨? 이건 꼭 하고오자!",120256709272800370,"S23-4 두바이 잼컨? 이건 꼭 하고오자!",120256709272790370,"[디파트] 260615 - S23",120256709234490370,1622583648427159,캐치프로그,121,6,140,2.607076,5370,2026-06-15,2026-06-22
2025-12-29,2026-06-29,"S24-1 친구랑 여행가서 안 싸우는 법? 여행 성향 테스트",120257392910860370,"S24-1 친구랑 여행가서 안 싸우는 법? 여행 성향 테스트",120257392910910370,"[디파트] 260622 - S24",120257392910840370,1622583648427159,캐치프로그,146,4,182,3.50202,5197,2026-06-22,2026-06-29
2025-12-29,2026-06-29,"S24-2 작고 귀여운 우리 예산에 딱.. 가성비 여행지 5",120257392983880370,"S24-2 작고 귀여운 우리 예산에 딱.. 가성비 여행지 5",120257392983870370,"[디파트] 260622 - S24",120257392910840370,1622583648427159,캐치프로그,688,4,820,7.586973,10808,2026-06-22,2026-06-29
2025-12-29,2026-06-29,"S24-4 나만의 여행지도 제일 쉽게 만드는 법?",120257392986110370,"S24-4 나만의 여행지도 제일 쉽게 만드는 법?",120257392986120370,"[디파트] 260622 - S24",120257392910840370,1622583648427159,캐치프로그,203,13,218,4.5294,4813,2026-06-22,2026-06-29
2025-12-29,2026-06-29,"S24-3 해외여행 앞둔 사람은 무조건 공감한다는 상황",120257392986850370,"S24-3 해외여행 앞둔 사람은 무조건 공감한다는 상황",120257392986860370,"[디파트] 260622 - S24",120257392910840370,1622583648427159,캐치프로그,277,1,316,3.993429,7913,2026-06-22,2026-06-29
2025-12-29,2026-06-29,"S24-5 현실에 지쳤나요? 낭만 가득 여행지 TOP 5",120257392988020370,"S24-5 현실에 지쳤나요? 낭만 가득 여행지 TOP 5",120257392988010370,"[디파트] 260622 - S24",120257392910840370,1622583648427159,캐치프로그,175,5,299,5.309892,5631,2026-06-22,2026-06-29
2025-12-29,2026-06-29,"S15-1 나트랑 잼컨? 여기서 다 예약 가능해",120252031299460370,"S15-1 나트랑 잼컨? 여기서 다 예약 가능해",120252031299470370,"[디파트] 260420 - S15",120252027172990370,1622583648427159,캐치프로그,193,7,213,3.892544,5472,2026-04-20,2026-04-27
2025-12-29,2026-06-29,"S16-1 항공권은 샀는데 eSIM은 또 언제 찾지?",120252494387400370,"S16-1 항공권은 샀는데 eSIM은 또 언제 찾지?",120252494387350370,"[디파트] 260427 - S16",120252494387330370,1622583648427159,캐치프로그,67,4,104,2.488634,4179,2026-04-27,2026-05-04
2025-12-29,2026-06-29,"S16-6 젊을 때 다녀오자! 청춘 여행지 5",120252494406900370,"S16-6 젊을 때 다녀오자! 청춘 여행지 5",120252494406910370,"[디파트] 260427 - S16",120252494387330370,1622583648427159,캐치프로그,380,14,450,5.829016,7720,2026-04-27,2026-05-04
2025-12-29,2026-06-29,"S16-4 바르셀로나가 처음이라면, 필수 투어 5곳",120252494409380370,"S16-4 바르셀로나가 처음이라면, 필수 투어 5곳",120252494409390370,"[디파트] 260427 - S16",120252494387330370,1622583648427159,캐치프로그,200,5,323,5.102686,6330,2026-04-27,2026-05-04
2025-12-29,2026-06-29,"S16-3 모르면 손해인 eSIM 최대 15% 할인받는 법!",120252494410050370,"S16-3 모르면 손해인 eSIM 최대 15% 할인받는 법!",120252494410060370,"[디파트] 260427 - S16",120252494387330370,1622583648427159,캐치프로그,103,4,115,2.695734,4266,2026-04-27,2026-05-04
2025-12-29,2026-06-29,"S16-5 잠깐! 아직도 여행 갈 때 로밍, 포켓 와이파이 쓰시나요?",120252494411310370,"S16-5 잠깐! 아직도 여행 갈 때 로밍, 포켓 와이파이 쓰시나요?",120252494411300370,"[디파트] 260427 - S16",120252494387330370,1622583648427159,캐치프로그,54,14,70,3.769521,1857,2026-04-27,2026-05-04
2025-12-29,2026-06-29,"S16-2 홍콩 잼컨? 우리 이건 꼭 하고 오자!",120252494412270370,"S16-2 홍콩 잼컨? 우리 이건 꼭 하고 오자!",120252494412260370,"[디파트] 260427 - S16",120252494387330370,1622583648427159,캐치프로그,272,4,312,4.689614,6653,2026-04-27,2026-05-04
2025-12-29,2026-06-29,"S17-2 계획 없어도 괜찮아, 그냥 떠나면 돼!",120253000953220370,"S17-2 계획 없어도 괜찮아, 그냥 떠나면 돼!",120253000953230370,"[디파트] 260504 - S17",120252995937360370,1622583648427159,캐치프로그,50,4,126,3.409091,3696,2026-05-04,2026-05-11
2025-12-29,2026-06-29,"S17-1 여행 자주 간다면 꼭 알아둬야되는 꿀팁!",120253000954330370,"S17-1 여행 자주 간다면 꼭 알아둬야되는 꿀팁!",120253000954320370,"[디파트] 260504 - S17",120252995937360370,1622583648427159,캐치프로그,41,4,144,3.786484,3803,2026-05-04,2026-05-11
2025-12-29,2026-06-29,"S17-5 길치인데 해외여행 가는 사람 손!",120253000955890370,"S17-5 길치인데 해외여행 가는 사람 손!",120253000955900370,"[디파트] 260504 - S17",120252995937360370,1622583648427159,캐치프로그,55,8,126,3.931357,3205,2026-05-04,2026-05-11
2025-12-29,2026-06-29,"S17-4 올 여름, 몽골에 꼭 가야하는 이유!",120253000957140370,"S17-4 올 여름, 몽골에 꼭 가야하는 이유!",120253000957130370,"[디파트] 260504 - S17",120252995937360370,1622583648427159,캐치프로그,83,2,263,4.409053,5965,2026-05-04,2026-05-11
2025-12-29,2026-06-29,"S17-3 eSIM 공짜로 사는 법? 이렇게 하면 됩니다!",120253000958240370,"S17-3 eSIM 공짜로 사는 법? 이렇게 하면 됩니다!",120253000958230370,"[디파트] 260504 - S17",120252995937360370,1622583648427159,캐치프로그,39,5,119,2.281004,5217,2026-05-04,2026-05-11
