"보고 시작","보고 종료","광고 이름","캠페인 ID","광고 ID","계정 ID","계정 이름",시작,종료,"광고 세트 ID","Instagram 프로필 방문","Instagram 팔로우",CTR(전체),클릭(전체),노출
2025-11-03,2026-05-31,"S4-6 다이어트 100% 성공하는 방법? 이렇게 바꾸고 -5kg 됨",120234341884960765,120234342478680765,1008886398030550,"ZERO STORE",2025-12-01,2025-12-08,120234342478690765,31,15,3.163265,31,980
2025-11-03,2026-05-31,"S5-1 연말인데.. 왜 나만 살찌는 것 같지?",120234786111390765,120234786111410765,1008886398030550,"ZERO STORE",2025-12-08,2025-12-15,120234786111400765,36,8,2.62418,28,1067
2025-11-03,2026-05-31,"S5-2 12월에 제로스토어를 가야 하는 이유?",120234786111390765,120234786172750765,1008886398030550,"ZERO STORE",2025-12-08,2025-12-15,120234786172760765,34,5,2.601156,27,1038
2025-11-03,2026-05-31,"S5-3 내년 계획도 혹시… 또 다이어트야?",120234786111390765,120234786183290765,1008886398030550,"ZERO STORE",2025-12-08,2025-12-15,120234786183300765,28,9,3.207331,28,873
2025-11-03,2026-05-31,"S5-4 판매량이 높은 여대생 대상 제품 추천",120234786111390765,120234786192070765,1008886398030550,"ZERO STORE",2025-12-08,2025-12-15,120234786192060765,42,11,2.493261,37,1484
2025-11-03,2026-05-31,"S5-5 평소의 나 vs 세일 기간의 나",120234786111390765,120234786214990765,1008886398030550,"ZERO STORE",2025-12-08,2025-12-15,120234786214980765,126,33,4.794799,118,2461
2025-11-03,2026-05-31,"S6-1 회원님, 여기선 마음껏 먹어도 돼요",120235208168030765,120235208168040765,1008886398030550,"ZERO STORE",2025-12-15,2025-12-22,120235208168100765,86,22,4.704532,82,1743
2025-11-03,2026-05-31,"S6-5 제슽권이 부러운 이유",120235208168030765,120235208168050765,1008886398030550,"ZERO STORE",2025-12-15,2025-12-22,120235208168080765,68,10,3.452179,61,1767
2025-11-03,2026-05-31,"S6-3 일반식 VS 살빠지는 식단",120235208168030765,120235208168060765,1008886398030550,"ZERO STORE",2025-12-15,2025-12-22,120235208168120765,68,16,2.828104,64,2263
2025-11-03,2026-05-31,"오늘도 “한 입만” 하다가 멈추지 못한 사람🙋‍♀️",120233204518120765,120233204518140765,1008886398030550,"ZERO STORE",2025-11-10,2025-11-17,120233204518130765,142,71,7.00409,137,1956
2025-11-03,2026-05-31,"이런 제로템, 왜 우리 동네엔 없냐고요? 🤔",120233204518120765,120233204703720765,1008886398030550,"ZERO STORE",2025-11-10,2025-11-17,120233204703690765,98,40,3.598485,95,2640
2025-11-03,2026-05-31,"요즘 셀럽들이 고르는 간식의 공통점?!",120233204518120765,120233204703730765,1008886398030550,"ZERO STORE",2025-11-10,2025-11-17,120233204703680765,58,23,3.384207,51,1507
2025-11-03,2026-05-31,"“오늘은 진짜 안 먹으려고 했는데…”",120233204518120765,120233204703740765,1008886398030550,"ZERO STORE",2025-11-10,2025-11-17,120233204703700765,47,15,4.120172,48,1165
2025-11-03,2026-05-31,"곧 겨울이니까… 괜찮겠지?",120233204518120765,120233204703750765,1008886398030550,"ZERO STORE",2025-11-10,2025-11-17,120233204703710765,34,16,3.916769,32,817
