"보고 시작","보고 종료","광고 이름","Instagram 팔로우",노출,클릭(전체),CTR(전체),시작,종료,"계정 이름","계정 ID","광고 세트 이름","광고 세트 ID","광고 ID","캠페인 이름","캠페인 ID"
2025-12-29,2026-06-28,"S16-5 인스타 DM 아직도 그냥 보내세요?",1,10872,485,4.461001,2026-04-20,2026-04-27,따르릉통신,1405475181306250,"S16-5 인스타 DM 아직도 그냥 보내세요?",120244354377130136,120244354377140136,"[디파트] 260420 - S16",120244354316160136
2025-12-29,2026-06-28,"S16-1 갤럭시 AI 핵심은 ‘검색 안 해도 됩니다’",2,3008,101,3.357713,2026-04-20,2026-04-27,따르릉통신,1405475181306250,"S16-1 갤럭시 AI 핵심은 ‘검색 안 해도 됩니다’",120244354395430136,120244354395410136,"[디파트] 260420 - S16",120244354316160136
2025-12-29,2026-06-28,"S16-9 분쟁 증거 수집 비밀 녹음 켜는 법",5,7506,407,5.422329,2026-04-20,2026-04-27,따르릉통신,1405475181306250,"S16-9 분쟁 증거 수집 비밀 녹음 켜는 법",120244354405380136,120244354405390136,"[디파트] 260420 - S16",120244354316160136
2025-12-29,2026-06-28,"S16-10 폰으로 연결되는 세상 더 외로워진다면?",2,3404,77,2.262045,2026-04-20,2026-04-27,따르릉통신,1405475181306250,"S16-10 폰으로 연결되는 세상 더 외로워진다면?",120244354408180136,120244354408190136,"[디파트] 260420 - S16",120244354316160136
2025-12-29,2026-06-28,"S16-7 검지로 누르면 내 최애 앱이 바로?",3,5252,138,2.62757,2026-04-20,2026-04-27,따르릉통신,1405475181306250,"S16-7 검지로 누르면 내 최애 앱이 바로?",120244354411240136,120244354411230136,"[디파트] 260420 - S16",120244354316160136
2025-12-29,2026-06-28,"S17-8 새 폰을 받았을 때 가장 먼저 해야 하는 건?",9,2915,82,2.813036,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-8 새 폰을 받았을 때 가장 먼저 해야 하는 건?",120245142069140136,120245142069150136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-4 갤럭시 카메라, 사진&영상 TIP",2,4641,300,6.464124,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-4 갤럭시 카메라, 사진&영상 TIP",120245142077960136,120245142077950136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-5 공부 집중 깨는 자녀 폰 세팅 3가지",1,6435,186,2.890443,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-5 공부 집중 깨는 자녀 폰 세팅 3가지",120245142078200136,120245142078190136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-7 아이 첫 스마트폰 이것부터 설정",1,6748,138,2.04505,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-7 아이 첫 스마트폰 이것부터 설정",120245142079690136,120245142079700136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-3 아이폰 LIVE photo 알고 보니 용량 도둑?",1,6290,239,3.799682,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-3 아이폰 LIVE photo 알고 보니 용량 도둑?",120245142080260136,120245142080270136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-1 아이폰 20, 풀스크린? 어떻게 가능한 걸까",0,11260,628,5.577265,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-1 아이폰 20, 풀스크린? 어떻게 가능한 걸까",120245142080550136,120245142080560136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-9 약정 끝났는데 왜 요금은 그대로?",1,5272,62,1.176024,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-9 약정 끝났는데 왜 요금은 그대로?",120245142080800136,120245142080810136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-2 위험한 밤길, 휴대폰 안심 버튼",1,5395,119,2.205746,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-2 위험한 밤길, 휴대폰 안심 버튼",120245142082440136,120245142082430136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-6 판매왕 따르릉통신 영업 자기계발법",2,5294,101,1.90782,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-6 판매왕 따르릉통신 영업 자기계발법",120245142088250136,120245142088260136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S17-10 2만원대 5G 요금제 나온다",1,7311,225,3.077554,2026-04-27,2026-05-04,따르릉통신,1405475181306250,"S17-10 2만원대 5G 요금제 나온다",120245142091620136,120245142091610136,"[디파트] 260427 - S17",120245141930310136
2025-12-29,2026-06-28,"S18-11 분명 전화 왔는데 부재중만 찍힌 이유",1,4777,252,5.275277,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-11 분명 전화 왔는데 부재중만 찍힌 이유",120245730219170136,120245730218980136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-8 에어팟으로 실시간 번역 가능?",1,7286,177,2.429317,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-8 에어팟으로 실시간 번역 가능?",120245730238250136,120245730238240136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-7 갤럭시 폴더블폰, 진짜 살 만한가?",3,6301,133,2.110776,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-7 갤럭시 폴더블폰, 진짜 살 만한가?",120245730248770136,120245730248760136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-3 폰은 하나 번호는 두 개?!",0,5180,142,2.741313,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-3 폰은 하나 번호는 두 개?!",120245730259720136,120245730259730136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-1 스토킹 가해자 위치, 이제 앱으로 본다",5,7887,192,2.434386,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-1 스토킹 가해자 위치, 이제 앱으로 본다",120245730271440136,120245730271700136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-12 알림이 너무 많다면? 원할 때만 알림 받기",0,7635,73,0.956123,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-12 알림이 너무 많다면? 원할 때만 알림 받기",120245730282620136,120245730283020136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-4 따르릉통신이 저렴한 이유는?",0,5577,74,1.326878,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-4 따르릉통신이 저렴한 이유는?",120245730296490136,120245730296480136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-10 사진 전부 삭제? 애플 사칭 메일 주의",0,8518,169,1.984034,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-10 사진 전부 삭제? 애플 사칭 메일 주의",120245730312390136,120245730312400136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-5 번호이동 vs 기기변경 뭐가 더 이득일까?",2,9769,365,3.736309,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-5 번호이동 vs 기기변경 뭐가 더 이득일까?",120245730324980136,120245730324990136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-9 가장 기억에 남는 고객 #8 아이폰 vs 갤럭시 고민 끝낸 이유",0,7128,205,2.875982,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-9 가장 기억에 남는 고객 #8 아이폰 vs 갤럭시 고민 끝낸 이유",120245730335380136,120245730335370136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-6 40대의 스마트폰 잘 쓰는 법",0,4033,97,2.405157,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-6 40대의 스마트폰 잘 쓰는 법",120245730348530136,120245730348950136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S18-2 폰 교체 전에 이것부터 확인하세요",0,6689,111,1.659441,2026-05-04,2026-05-11,따르릉통신,1405475181306250,"S18-2 폰 교체 전에 이것부터 확인하세요",120245730371570136,120245730371580136,"[디파트] 260504 - S18",120245729996510136
2025-12-29,2026-06-28,"S19-1 같은 장소인데 나만 전화 안 터지는 이유",0,5654,213,3.767244,2026-05-11,2026-05-18,따르릉통신,1405475181306250,"S19-1 같은 장소인데 나만 전화 안 터지는 이유",120246246277810136,120246246277770136,"[디파트] 260511 - S19",120246246277750136
2025-12-29,2026-06-28,"S19-8 충전 속도 느린 이유 알고보니…",2,5948,389,6.540013,2026-05-11,2026-05-18,따르릉통신,1405475181306250,"S19-8 충전 속도 느린 이유 알고보니…",120246250303450136,120246250303480136,"[디파트] 260511 - S19",120246246277750136
2025-12-29,2026-06-28,"S19-7 방수폰인데도 침수되면 AS 안 된다?",0,6122,219,3.577262,2026-05-11,2026-05-18,따르릉통신,1405475181306250,"S19-7 방수폰인데도 침수되면 AS 안 된다?",120246250491290136,120246250491280136,"[디파트] 260511 - S19",120246246277750136
2025-12-29,2026-06-28,"S19-3 EU, 2027년 2월부터 교체형 배터리 의무화",1,8219,609,7.409661,2026-05-11,2026-05-18,따르릉통신,1405475181306250,"S19-3 EU, 2027년 2월부터 교체형 배터리 의무화",120246250583200136,120246250583190136,"[디파트] 260511 - S19",120246246277750136
2025-12-29,2026-06-28,"S19-4 스마트폰 앱들이 내 폰을 감시한다?",3,5266,133,2.525636,2026-05-11,2026-05-18,따르릉통신,1405475181306250,"S19-4 스마트폰 앱들이 내 폰을 감시한다?",120246250592010136,120246250592020136,"[디파트] 260511 - S19",120246246277750136
2025-12-29,2026-06-28,"S19-5 갤럭시 사진 고화질로 전송하기",2,4766,154,3.231221,2026-05-11,2026-05-18,따르릉통신,1405475181306250,"S19-5 갤럭시 사진 고화질로 전송하기",120246250593340136,120246250593350136,"[디파트] 260511 - S19",120246246277750136
2025-12-29,2026-06-28,"S19-2 폰 교체 전, 가장 먼저 해야 하는 것",1,4018,100,2.4888,2026-05-11,2026-05-18,따르릉통신,1405475181306250,"S19-2 폰 교체 전, 가장 먼저 해야 하는 것",120246250594710136,120246250594720136,"[디파트] 260511 - S19",120246246277750136
2025-12-29,2026-06-28,"S19-6 갓생 살기 위한 자기계발 앱 추천 3",2,4846,134,2.765167,2026-05-11,2026-05-18,따르릉통신,1405475181306250,"S19-6 갓생 살기 위한 자기계발 앱 추천 3",120246250596450136,120246250596460136,"[디파트] 260511 - S19",120246246277750136
2025-12-29,2026-06-28,"S20-4 위약금이 나오는 이유 CHECK",0,5766,112,1.942421,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-4 위약금이 나오는 이유 CHECK",120246810516840136,120246810516760136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-10 아이폰 18 Pro 자색고구마 뜬다?!",0,8488,303,3.569746,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-10 아이폰 18 Pro 자색고구마 뜬다?!",120246811588800136,120246811588790136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-1 집 와이파이가 느린 진짜 이유",1,6144,273,4.443359,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-1 집 와이파이가 느린 진짜 이유",120246811592240136,120246811592230136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-9 아이폰 사진 편집 더 똑똑해진다 feat. iOS 27",0,5788,251,4.336558,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-9 아이폰 사진 편집 더 똑똑해진다 feat. iOS 27",120246811594800136,120246811594790136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-3 화소가 높으면 무조건 사진이 잘 찍힐까?",0,5214,187,3.586498,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-3 화소가 높으면 무조건 사진이 잘 찍힐까?",120246811598110136,120246811598120136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-7 부모님 휴대폰 구매 체크해야 할 점",1,5538,129,2.329361,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-7 부모님 휴대폰 구매 체크해야 할 점",120246811600230136,120246811600240136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-6 따르릉통신 고객이 많은 이유",0,4639,178,3.837034,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-6 따르릉통신 고객이 많은 이유",120246811601130136,120246811601140136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-2 폰 잃어버리기 전에 이것부터 설정",6,4678,171,3.655408,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-2 폰 잃어버리기 전에 이것부터 설정",120246811602620136,120246811602610136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-5 휴대폰 싸게 사는 법 판매점이 유리한 이유",2,5830,147,2.521441,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-5 휴대폰 싸게 사는 법 판매점이 유리한 이유",120246811604740136,120246811604750136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S20-8 느려진 폰, 1분 만에 빠르게",4,2889,106,3.66909,2026-05-18,2026-05-25,따르릉통신,1405475181306250,"S20-8 느려진 폰, 1분 만에 빠르게",120246811605590136,120246811605600136,"[디파트] 260518 - S20",120246810516930136
2025-12-29,2026-06-28,"S21-1 따르릉통신 시작 이유 ‘가격’ 때문?!",1,6142,126,2.051449,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-1 따르릉통신 시작 이유 ‘가격’ 때문?!",120247549717700136,120247549717670136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-2 아이폰 AI, 챗gpt로 선택 가능?!",0,6318,156,2.469136,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-2 아이폰 AI, 챗gpt로 선택 가능?!",120247550027800136,120247550027810136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-4 따르릉통신이 마진을 택하지 않은 건",1,6513,115,1.765699,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-4 따르릉통신이 마진을 택하지 않은 건",120247550030450136,120247550030440136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-3 직장인 꿀팁 앱을 PC처럼 쓰기",7,5433,268,4.932818,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-3 직장인 꿀팁 앱을 PC처럼 쓰기",120247550032560136,120247550032550136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-6 데이터 다 썼는데 카톡은 되는 이유",1,7057,224,3.174153,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-6 데이터 다 썼는데 카톡은 되는 이유",120247550034790136,120247550034800136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-10 아이폰-갤럭시 간 문자 보안도 강화된다",0,6891,146,2.118706,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-10 아이폰-갤럭시 간 문자 보안도 강화된다",120247550037060136,120247550037050136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-7 가짜 휴대폰 성지 구별법 3",0,3142,91,2.896244,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-7 가짜 휴대폰 성지 구별법 3",120247550039300136,120247550039310136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-8 S21-8 폰 교체 타이밍? 이것부터 확인하세요",2,5743,130,2.263625,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-8 폰 교체 타이밍? 이것부터 확인하세요",120247550041180136,120247550041170136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-5 따르릉통신 리뷰",0,5623,164,2.916593,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-5 따르릉통신 리뷰",120247550044020136,120247550044030136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S21-9 오늘 하루 스마트폰 몇 번 봤나요?",0,3247,77,2.37142,2026-05-26,2026-06-02,따르릉통신,1405475181306250,"S21-9 오늘 하루 스마트폰 몇 번 봤나요?",120247550046170136,120247550046180136,"[디파트] 260526 - S21",120247549717580136
2025-12-29,2026-06-28,"S22-1 휴대폰 구매 조건 투명하게 밝히는 이유",2,4215,78,1.850534,2026-06-01,2026-06-08,따르릉통신,1405475181306250,"S22-1 휴대폰 구매 조건 투명하게 밝히는 이유",120248095731700136,120248095731610136,"[디파트] 260601 - S22",120248095731620136
2025-12-29,2026-06-28,"S22-2 업데이트 후 배터리 🔽 고장일까?",6,4063,181,4.454836,2026-06-01,2026-06-08,따르릉통신,1405475181306250,"S22-2 업데이트 후 배터리 🔽 고장일까?",120248095826540136,120248095826550136,"[디파트] 260601 - S22",120248095731620136
2025-12-29,2026-06-28,"S22-4 128GB 샀다가 후회하는 유형",1,8123,315,3.877878,2026-06-01,2026-06-08,따르릉통신,1405475181306250,"S22-4 128GB 샀다가 후회하는 유형",120248095827570136,120248095827560136,"[디파트] 260601 - S22",120248095731620136
2025-12-29,2026-06-28,"S22-3 휴대폰 보험 이런 사람은 필수",0,6427,106,1.649292,2026-06-01,2026-06-08,따르릉통신,1405475181306250,"S22-3 휴대폰 보험 이런 사람은 필수",120248095827870136,120248095827880136,"[디파트] 260601 - S22",120248095731620136
2025-12-29,2026-06-28,"S23-1 폰 바꿀 때 대리점 직원이 절대 안 하는 것",0,6191,203,3.278953,2026-06-08,2026-06-15,따르릉통신,1405475181306250,"S23-1 폰 바꿀 때 대리점 직원이 절대 안 하는 것",120248651836720136,120248651836680136,"[디파트] 260608 - S23",120248651836660136
2025-12-29,2026-06-28,"S23-2 가장 기억에 남는 고객 #9 아이 첫 휴대폰 구매",2,7115,274,3.851019,2026-06-08,2026-06-15,따르릉통신,1405475181306250,"S23-2 가장 기억에 남는 고객 #9 아이 첫 휴대폰 구매",120248651892940136,120248651892950136,"[디파트] 260608 - S23",120248651836660136
2025-12-29,2026-06-28,"S24-1 중고폰 팔기 전 이건 꼭 지우셔야 합니다",0,7250,248,3.42069,2026-06-15,2026-06-22,따르릉통신,1405475181306250,"S24-1 중고폰 팔기 전 이건 꼭 지우셔야 합니다",120249308348180136,120249308348200136,"[디파트] 260615 - S24",120249308348160136
2025-12-29,2026-06-28,"S24-2 이건 모르셨을 걸요? 갤럭시 활용 시리즈 1탄",2,4830,120,2.484472,2026-06-15,2026-06-22,따르릉통신,1405475181306250,"S24-2 이건 모르셨을 걸요? 갤럭시 활용 시리즈 1탄",120249308420860136,120249308420870136,"[디파트] 260615 - S24",120249308348160136
2025-12-29,2026-06-28,"S24-3 AI 기능, 무조건 다 쓸 필요 없어요",1,7495,84,1.120747,2026-06-15,2026-06-22,따르릉통신,1405475181306250,"S24-3 AI 기능, 무조건 다 쓸 필요 없어요",120249308422120136,120249308422130136,"[디파트] 260615 - S24",120249308348160136
2025-12-29,2026-06-28,"S1-5 휴대폰 바꾸기 전, 가장 먼저 해야 하는 건?",2,5243,194,3.700172,2026-06-22,2026-06-29,따르릉통신,1405475181306250,"S1-5 휴대폰 바꾸기 전, 가장 먼저 해야 하는 건?",120249657549920136,120249657549930136,"[디파트] 260622 팔로우 상위 3",120249657549910136
2025-12-29,2026-06-28,"S2-5 스마트폰, 몇 년 쓰고 바꾸는 게 좋을까?",3,5530,222,4.014467,2026-06-22,2026-06-29,따르릉통신,1405475181306250,"S2-5 스마트폰, 몇 년 쓰고 바꾸는 게 좋을까?",120249675929760136,120249675929750136,"[디파트] 260622 팔로우 상위 3",120249657549910136
2025-12-29,2026-06-28,"S17-8 새 폰을 받았을 때 가장 먼저 해야 하는 건?",6,2451,101,4.120767,2026-06-22,2026-06-29,따르릉통신,1405475181306250,"S17-8 새 폰을 받았을 때 가장 먼저 해야 하는 건?",120249675957560136,120249675957550136,"[디파트] 260622 팔로우 상위 3",120249657549910136
2025-12-29,2026-06-28,"S25-1 부모님 요금제, 아직도 예전 그대로?",0,7485,114,1.523046,2026-06-22,2026-06-29,따르릉통신,1405475181306250,"S25-1 부모님 요금제, 아직도 예전 그대로?",120249850560940136,120249850560950136,"[디파트] 260622 - S25",120249833859160136
2025-12-29,2026-06-28,"S25-5 휴대폰 판매점에서 꼭 물어봐야 하는 질문 5",0,6326,115,1.817894,2026-06-22,2026-06-29,따르릉통신,1405475181306250,"S25-5 휴대폰 판매점에서 꼭 물어봐야 하는 질문 5",120249850561430136,120249850561440136,"[디파트] 260622 - S25",120249833859160136
2025-12-29,2026-06-28,"S25-4 이건 모르셨을 걸요? 갤럭시 활용 시리즈 2탄",6,3852,119,3.089304,2026-06-22,2026-06-29,따르릉통신,1405475181306250,"S25-4 이건 모르셨을 걸요? 갤럭시 활용 시리즈 2탄",120249850562200136,120249850562210136,"[디파트] 260622 - S25",120249833859160136
2025-12-29,2026-06-28,"S25-2 같은 폰인데 오프라인이 더 저렴할 수 있나요?",0,6380,117,1.833856,2026-06-22,2026-06-29,따르릉통신,1405475181306250,"S25-2 같은 폰인데 오프라인이 더 저렴할 수 있나요?",120249850562510136,120249850562500136,"[디파트] 260622 - S25",120249833859160136
2025-12-29,2026-06-28,"S25-3 전화 중에 앱 설치 하라고 하면 끊으세요",3,5899,142,2.407188,2026-06-22,2026-06-29,따르릉통신,1405475181306250,"S25-3 전화 중에 앱 설치 하라고 하면 끊으세요",120249850562740136,120249850562750136,"[디파트] 260622 - S25",120249833859160136
